,Kód kraja,Názov kraja,Kód okresu,Názov okresu,Súčasná ekonomická aktivita,Pohlavie,Vek,abs.
30236,8,Košický kraj,804,Okres Košice III,študenti vysokých  škôl,ženy,90-94,0.0
30237,8,Košický kraj,804,Okres Košice III,študenti vysokých  škôl,ženy,95-99,0.0
30238,8,Košický kraj,804,Okres Košice III,študenti vysokých  škôl,ženy,nezistený,0.0
30241,8,Košický kraj,805,Okres Košice IV,deti do 16 rokov (nar. po 20.05.1995),muži,0-4,1522.0
30242,8,Košický kraj,805,Okres Košice IV,deti do 16 rokov (nar. po 20.05.1995),muži,10-14,1529.0
30243,8,Košický kraj,805,Okres Košice IV,deti do 16 rokov (nar. po 20.05.1995),muži,15-19,295.0
30244,8,Košický kraj,805,Okres Košice IV,deti do 16 rokov (nar. po 20.05.1995),muži,5-9,1459.0
30245,8,Košický kraj,805,Okres Košice IV,deti do 16 rokov (nar. po 20.05.1995),muži,nezistený,0.0
30248,8,Košický kraj,805,Okres Košice IV,deti do 16 rokov (nar. po 20.05.1995),ženy,0-4,1425.0
30249,8,Košický kraj,805,Okres Košice IV,deti do 16 rokov (nar. po 20.05.1995),ženy,10-14,1387.0
30250,8,Košický kraj,805,Okres Košice IV,deti do 16 rokov (nar. po 20.05.1995),ženy,15-19,262.0
30251,8,Košický kraj,805,Okres Košice IV,deti do 16 rokov (nar. po 20.05.1995),ženy,5-9,1363.0
30252,8,Košický kraj,805,Okres Košice IV,deti do 16 rokov (nar. po 20.05.1995),ženy,nezistený,1.0
30254,8,Košický kraj,805,Okres Košice IV,dôchodcovia,muži,100-104,0.0
30255,8,Košický kraj,805,Okres Košice IV,dôchodcovia,muži,105+,0.0
30256,8,Košický kraj,805,Okres Košice IV,dôchodcovia,muži,15-19,4.0
30257,8,Košický kraj,805,Okres Košice IV,dôchodcovia,muži,20-24,15.0
30258,8,Košický kraj,805,Okres Košice IV,dôchodcovia,muži,25-29,11.0
30259,8,Košický kraj,805,Okres Košice IV,dôchodcovia,muži,30-34,19.0
30260,8,Košický kraj,805,Okres Košice IV,dôchodcovia,muži,35-39,44.0
30261,8,Košický kraj,805,Okres Košice IV,dôchodcovia,muži,40-44,44.0
30262,8,Košický kraj,805,Okres Košice IV,dôchodcovia,muži,45-49,50.0
30263,8,Košický kraj,805,Okres Košice IV,dôchodcovia,muži,50-54,113.0
30264,8,Košický kraj,805,Okres Košice IV,dôchodcovia,muži,55-59,269.0
30265,8,Košický kraj,805,Okres Košice IV,dôchodcovia,muži,60-64,1526.0
30266,8,Košický kraj,805,Okres Košice IV,dôchodcovia,muži,65-69,1128.0
30267,8,Košický kraj,805,Okres Košice IV,dôchodcovia,muži,70-74,740.0
30268,8,Košický kraj,805,Okres Košice IV,dôchodcovia,muži,75-79,483.0
30269,8,Košický kraj,805,Okres Košice IV,dôchodcovia,muži,80-84,291.0
30270,8,Košický kraj,805,Okres Košice IV,dôchodcovia,muži,85-89,136.0
30271,8,Košický kraj,805,Okres Košice IV,dôchodcovia,muži,90-94,25.0
30272,8,Košický kraj,805,Okres Košice IV,dôchodcovia,muži,95-99,6.0
30273,8,Košický kraj,805,Okres Košice IV,dôchodcovia,muži,nezistený,0.0
30276,8,Košický kraj,805,Okres Košice IV,dôchodcovia,ženy,100-104,1.0
30277,8,Košický kraj,805,Okres Košice IV,dôchodcovia,ženy,105+,0.0
30278,8,Košický kraj,805,Okres Košice IV,dôchodcovia,ženy,15-19,2.0
30279,8,Košický kraj,805,Okres Košice IV,dôchodcovia,ženy,20-24,3.0
30280,8,Košický kraj,805,Okres Košice IV,dôchodcovia,ženy,25-29,12.0
30281,8,Košický kraj,805,Okres Košice IV,dôchodcovia,ženy,30-34,25.0
30282,8,Košický kraj,805,Okres Košice IV,dôchodcovia,ženy,35-39,44.0
30283,8,Košický kraj,805,Okres Košice IV,dôchodcovia,ženy,40-44,35.0
30284,8,Košický kraj,805,Okres Košice IV,dôchodcovia,ženy,45-49,47.0
30285,8,Košický kraj,805,Okres Košice IV,dôchodcovia,ženy,50-54,113.0
30286,8,Košický kraj,805,Okres Košice IV,dôchodcovia,ženy,55-59,963.0
30287,8,Košický kraj,805,Okres Košice IV,dôchodcovia,ženy,60-64,2514.0
30288,8,Košický kraj,805,Okres Košice IV,dôchodcovia,ženy,65-69,1518.0
30289,8,Košický kraj,805,Okres Košice IV,dôchodcovia,ženy,70-74,1069.0
30290,8,Košický kraj,805,Okres Košice IV,dôchodcovia,ženy,75-79,865.0
30291,8,Košický kraj,805,Okres Košice IV,dôchodcovia,ženy,80-84,573.0
30292,8,Košický kraj,805,Okres Košice IV,dôchodcovia,ženy,85-89,344.0
30293,8,Košický kraj,805,Okres Košice IV,dôchodcovia,ženy,90-94,83.0
30294,8,Košický kraj,805,Okres Košice IV,dôchodcovia,ženy,95-99,19.0
30295,8,Košický kraj,805,Okres Košice IV,dôchodcovia,ženy,nezistený,0.0
30297,8,Košický kraj,805,Okres Košice IV,iné,muži,100-104,0.0
30298,8,Košický kraj,805,Okres Košice IV,iné,muži,15-19,20.0
30299,8,Košický kraj,805,Okres Košice IV,iné,muži,20-24,21.0
30300,8,Košický kraj,805,Okres Košice IV,iné,muži,25-29,16.0
30301,8,Košický kraj,805,Okres Košice IV,iné,muži,30-34,10.0
30302,8,Košický kraj,805,Okres Košice IV,iné,muži,35-39,14.0
30303,8,Košický kraj,805,Okres Košice IV,iné,muži,40-44,8.0
30304,8,Košický kraj,805,Okres Košice IV,iné,muži,45-49,6.0
30305,8,Košický kraj,805,Okres Košice IV,iné,muži,50-54,8.0
30306,8,Košický kraj,805,Okres Košice IV,iné,muži,55-59,8.0
30307,8,Košický kraj,805,Okres Košice IV,iné,muži,60-64,5.0
30308,8,Košický kraj,805,Okres Košice IV,iné,muži,65-69,1.0
30309,8,Košický kraj,805,Okres Košice IV,iné,muži,70-74,0.0
30310,8,Košický kraj,805,Okres Košice IV,iné,muži,75-79,0.0
30311,8,Košický kraj,805,Okres Košice IV,iné,muži,80-84,0.0
30312,8,Košický kraj,805,Okres Košice IV,iné,muži,85-89,0.0
30313,8,Košický kraj,805,Okres Košice IV,iné,muži,90-94,0.0
30314,8,Košický kraj,805,Okres Košice IV,iné,muži,95-99,0.0
30315,8,Košický kraj,805,Okres Košice IV,iné,muži,nezistený,0.0
30318,8,Košický kraj,805,Okres Košice IV,iné,ženy,100-104,0.0
30319,8,Košický kraj,805,Okres Košice IV,iné,ženy,15-19,15.0
30320,8,Košický kraj,805,Okres Košice IV,iné,ženy,20-24,19.0
30321,8,Košický kraj,805,Okres Košice IV,iné,ženy,25-29,13.0
30322,8,Košický kraj,805,Okres Košice IV,iné,ženy,30-34,10.0
30323,8,Košický kraj,805,Okres Košice IV,iné,ženy,35-39,18.0
30324,8,Košický kraj,805,Okres Košice IV,iné,ženy,40-44,12.0
30325,8,Košický kraj,805,Okres Košice IV,iné,ženy,45-49,17.0
30326,8,Košický kraj,805,Okres Košice IV,iné,ženy,50-54,12.0
30327,8,Košický kraj,805,Okres Košice IV,iné,ženy,55-59,14.0
30328,8,Košický kraj,805,Okres Košice IV,iné,ženy,60-64,3.0
30329,8,Košický kraj,805,Okres Košice IV,iné,ženy,65-69,0.0
30330,8,Košický kraj,805,Okres Košice IV,iné,ženy,70-74,1.0
30331,8,Košický kraj,805,Okres Košice IV,iné,ženy,75-79,0.0
30332,8,Košický kraj,805,Okres Košice IV,iné,ženy,80-84,0.0
30333,8,Košický kraj,805,Okres Košice IV,iné,ženy,85-89,1.0
30334,8,Košický kraj,805,Okres Košice IV,iné,ženy,90-94,0.0
30335,8,Košický kraj,805,Okres Košice IV,iné,ženy,95-99,0.0
30336,8,Košický kraj,805,Okres Košice IV,iné,ženy,nezistený,1.0
30338,8,Košický kraj,805,Okres Košice IV,nezamestnaní,muži,15-19,45.0
30339,8,Košický kraj,805,Okres Košice IV,nezamestnaní,muži,20-24,228.0
30340,8,Košický kraj,805,Okres Košice IV,nezamestnaní,muži,25-29,245.0
30341,8,Košický kraj,805,Okres Košice IV,nezamestnaní,muži,30-34,302.0
30342,8,Košický kraj,805,Okres Košice IV,nezamestnaní,muži,35-39,281.0
30343,8,Košický kraj,805,Okres Košice IV,nezamestnaní,muži,40-44,163.0
30344,8,Košický kraj,805,Okres Košice IV,nezamestnaní,muži,45-49,139.0
30345,8,Košický kraj,805,Okres Košice IV,nezamestnaní,muži,50-54,131.0
30346,8,Košický kraj,805,Okres Košice IV,nezamestnaní,muži,55-59,137.0
30347,8,Košický kraj,805,Okres Košice IV,nezamestnaní,muži,60-64,26.0
30348,8,Košický kraj,805,Okres Košice IV,nezamestnaní,muži,nezistený,1.0
30351,8,Košický kraj,805,Okres Košice IV,nezamestnaní,ženy,15-19,37.0
30352,8,Košický kraj,805,Okres Košice IV,nezamestnaní,ženy,20-24,141.0
30353,8,Košický kraj,805,Okres Košice IV,nezamestnaní,ženy,25-29,177.0
30354,8,Košický kraj,805,Okres Košice IV,nezamestnaní,ženy,30-34,230.0
30355,8,Košický kraj,805,Okres Košice IV,nezamestnaní,ženy,35-39,255.0
30356,8,Košický kraj,805,Okres Košice IV,nezamestnaní,ženy,40-44,161.0
30357,8,Košický kraj,805,Okres Košice IV,nezamestnaní,ženy,45-49,111.0
30358,8,Košický kraj,805,Okres Košice IV,nezamestnaní,ženy,50-54,141.0
30359,8,Košický kraj,805,Okres Košice IV,nezamestnaní,ženy,55-59,130.0
30360,8,Košický kraj,805,Okres Košice IV,nezamestnaní,ženy,60-64,7.0
30361,8,Košický kraj,805,Okres Košice IV,nezamestnaní,ženy,nezistený,0.0
30363,8,Košický kraj,805,Okres Košice IV,nezistená,muži,100-104,1.0
30364,8,Košický kraj,805,Okres Košice IV,nezistená,muži,105+,1.0
30365,8,Košický kraj,805,Okres Košice IV,nezistená,muži,15-19,331.0
30366,8,Košický kraj,805,Okres Košice IV,nezistená,muži,20-24,389.0
30367,8,Košický kraj,805,Okres Košice IV,nezistená,muži,25-29,372.0
30368,8,Košický kraj,805,Okres Košice IV,nezistená,muži,30-34,520.0
30369,8,Košický kraj,805,Okres Košice IV,nezistená,muži,35-39,575.0
30370,8,Košický kraj,805,Okres Košice IV,nezistená,muži,40-44,366.0
30371,8,Košický kraj,805,Okres Košice IV,nezistená,muži,45-49,263.0
30372,8,Košický kraj,805,Okres Košice IV,nezistená,muži,50-54,204.0
30373,8,Košický kraj,805,Okres Košice IV,nezistená,muži,55-59,198.0
30374,8,Košický kraj,805,Okres Košice IV,nezistená,muži,60-64,213.0
30375,8,Košický kraj,805,Okres Košice IV,nezistená,muži,65-69,91.0
30376,8,Košický kraj,805,Okres Košice IV,nezistená,muži,70-74,31.0
30377,8,Košický kraj,805,Okres Košice IV,nezistená,muži,75-79,27.0
30378,8,Košický kraj,805,Okres Košice IV,nezistená,muži,80-84,16.0
30379,8,Košický kraj,805,Okres Košice IV,nezistená,muži,85-89,18.0
30380,8,Košický kraj,805,Okres Košice IV,nezistená,muži,90-94,2.0
30381,8,Košický kraj,805,Okres Košice IV,nezistená,muži,95-99,5.0
30382,8,Košický kraj,805,Okres Košice IV,nezistená,muži,nezistený,7.0
30385,8,Košický kraj,805,Okres Košice IV,nezistená,ženy,100-104,6.0
30386,8,Košický kraj,805,Okres Košice IV,nezistená,ženy,105+,1.0
30387,8,Košický kraj,805,Okres Košice IV,nezistená,ženy,15-19,297.0
30388,8,Košický kraj,805,Okres Košice IV,nezistená,ženy,20-24,371.0
30389,8,Košický kraj,805,Okres Košice IV,nezistená,ženy,25-29,345.0
30390,8,Košický kraj,805,Okres Košice IV,nezistená,ženy,30-34,470.0
30391,8,Košický kraj,805,Okres Košice IV,nezistená,ženy,35-39,461.0
30392,8,Košický kraj,805,Okres Košice IV,nezistená,ženy,40-44,259.0
30393,8,Košický kraj,805,Okres Košice IV,nezistená,ženy,45-49,200.0
30394,8,Košický kraj,805,Okres Košice IV,nezistená,ženy,50-54,198.0
30395,8,Košický kraj,805,Okres Košice IV,nezistená,ženy,55-59,220.0
30396,8,Košický kraj,805,Okres Košice IV,nezistená,ženy,60-64,226.0
30397,8,Košický kraj,805,Okres Košice IV,nezistená,ženy,65-69,93.0
30398,8,Košický kraj,805,Okres Košice IV,nezistená,ženy,70-74,50.0
30399,8,Košický kraj,805,Okres Košice IV,nezistená,ženy,75-79,43.0
30400,8,Košický kraj,805,Okres Košice IV,nezistená,ženy,80-84,45.0
30401,8,Košický kraj,805,Okres Košice IV,nezistená,ženy,85-89,63.0
30402,8,Košický kraj,805,Okres Košice IV,nezistená,ženy,90-94,18.0
30403,8,Košický kraj,805,Okres Košice IV,nezistená,ženy,95-99,12.0
30404,8,Košický kraj,805,Okres Košice IV,nezistená,ženy,nezistený,3.0
30406,8,Košický kraj,805,Okres Košice IV,osoby na materskej dovolenke,muži,15-19,0.0
30407,8,Košický kraj,805,Okres Košice IV,osoby na materskej dovolenke,muži,20-24,1.0
30408,8,Košický kraj,805,Okres Košice IV,osoby na materskej dovolenke,muži,25-29,0.0
30409,8,Košický kraj,805,Okres Košice IV,osoby na materskej dovolenke,muži,30-34,0.0
30410,8,Košický kraj,805,Okres Košice IV,osoby na materskej dovolenke,muži,35-39,0.0
30411,8,Košický kraj,805,Okres Košice IV,osoby na materskej dovolenke,muži,40-44,0.0
30412,8,Košický kraj,805,Okres Košice IV,osoby na materskej dovolenke,muži,45-49,0.0
30413,8,Košický kraj,805,Okres Košice IV,osoby na materskej dovolenke,muži,50-54,0.0
30414,8,Košický kraj,805,Okres Košice IV,osoby na materskej dovolenke,muži,60-64,0.0
30417,8,Košický kraj,805,Okres Košice IV,osoby na materskej dovolenke,ženy,15-19,1.0
30418,8,Košický kraj,805,Okres Košice IV,osoby na materskej dovolenke,ženy,20-24,12.0
30419,8,Košický kraj,805,Okres Košice IV,osoby na materskej dovolenke,ženy,25-29,81.0
30420,8,Košický kraj,805,Okres Košice IV,osoby na materskej dovolenke,ženy,30-34,81.0
30421,8,Košický kraj,805,Okres Košice IV,osoby na materskej dovolenke,ženy,35-39,40.0
30422,8,Košický kraj,805,Okres Košice IV,osoby na materskej dovolenke,ženy,40-44,8.0
30423,8,Košický kraj,805,Okres Košice IV,osoby na materskej dovolenke,ženy,45-49,1.0
30424,8,Košický kraj,805,Okres Košice IV,osoby na materskej dovolenke,ženy,50-54,0.0
30425,8,Košický kraj,805,Okres Košice IV,osoby na materskej dovolenke,ženy,nezistený,0.0
30427,8,Košický kraj,805,Okres Košice IV,osoby na rodičovskej dovolenke,muži,15-19,1.0
30428,8,Košický kraj,805,Okres Košice IV,osoby na rodičovskej dovolenke,muži,20-24,0.0
30429,8,Košický kraj,805,Okres Košice IV,osoby na rodičovskej dovolenke,muži,25-29,0.0
30430,8,Košický kraj,805,Okres Košice IV,osoby na rodičovskej dovolenke,muži,30-34,4.0
30431,8,Košický kraj,805,Okres Košice IV,osoby na rodičovskej dovolenke,muži,35-39,6.0
30432,8,Košický kraj,805,Okres Košice IV,osoby na rodičovskej dovolenke,muži,40-44,4.0
30433,8,Košický kraj,805,Okres Košice IV,osoby na rodičovskej dovolenke,muži,45-49,3.0
30434,8,Košický kraj,805,Okres Košice IV,osoby na rodičovskej dovolenke,muži,50-54,0.0
30435,8,Košický kraj,805,Okres Košice IV,osoby na rodičovskej dovolenke,muži,55-59,0.0
30436,8,Košický kraj,805,Okres Košice IV,osoby na rodičovskej dovolenke,muži,nezistený,0.0
30439,8,Košický kraj,805,Okres Košice IV,osoby na rodičovskej dovolenke,ženy,15-19,5.0
30440,8,Košický kraj,805,Okres Košice IV,osoby na rodičovskej dovolenke,ženy,20-24,73.0
30441,8,Košický kraj,805,Okres Košice IV,osoby na rodičovskej dovolenke,ženy,25-29,217.0
30442,8,Košický kraj,805,Okres Košice IV,osoby na rodičovskej dovolenke,ženy,30-34,410.0
30443,8,Košický kraj,805,Okres Košice IV,osoby na rodičovskej dovolenke,ženy,35-39,258.0
30444,8,Košický kraj,805,Okres Košice IV,osoby na rodičovskej dovolenke,ženy,40-44,40.0
30445,8,Košický kraj,805,Okres Košice IV,osoby na rodičovskej dovolenke,ženy,45-49,4.0
30446,8,Košický kraj,805,Okres Košice IV,osoby na rodičovskej dovolenke,ženy,50-54,0.0
30447,8,Košický kraj,805,Okres Košice IV,osoby na rodičovskej dovolenke,ženy,55-59,0.0
30448,8,Košický kraj,805,Okres Košice IV,osoby na rodičovskej dovolenke,ženy,60-64,0.0
30449,8,Košický kraj,805,Okres Košice IV,osoby na rodičovskej dovolenke,ženy,70-74,0.0
30450,8,Košický kraj,805,Okres Košice IV,osoby na rodičovskej dovolenke,ženy,90-94,0.0
30451,8,Košický kraj,805,Okres Košice IV,osoby na rodičovskej dovolenke,ženy,nezistený,0.0
30453,8,Košický kraj,805,Okres Košice IV,osoby v domácnosti,muži,15-19,2.0
30454,8,Košický kraj,805,Okres Košice IV,osoby v domácnosti,muži,20-24,4.0
30455,8,Košický kraj,805,Okres Košice IV,osoby v domácnosti,muži,25-29,2.0
30456,8,Košický kraj,805,Okres Košice IV,osoby v domácnosti,muži,30-34,3.0
30457,8,Košický kraj,805,Okres Košice IV,osoby v domácnosti,muži,35-39,1.0
30458,8,Košický kraj,805,Okres Košice IV,osoby v domácnosti,muži,40-44,3.0
30459,8,Košický kraj,805,Okres Košice IV,osoby v domácnosti,muži,45-49,1.0
30460,8,Košický kraj,805,Okres Košice IV,osoby v domácnosti,muži,50-54,1.0
30461,8,Košický kraj,805,Okres Košice IV,osoby v domácnosti,muži,55-59,3.0
30462,8,Košický kraj,805,Okres Košice IV,osoby v domácnosti,muži,60-64,2.0
30463,8,Košický kraj,805,Okres Košice IV,osoby v domácnosti,muži,65-69,0.0
30464,8,Košický kraj,805,Okres Košice IV,osoby v domácnosti,muži,70-74,0.0
30465,8,Košický kraj,805,Okres Košice IV,osoby v domácnosti,muži,75-79,0.0
30466,8,Košický kraj,805,Okres Košice IV,osoby v domácnosti,muži,80-84,0.0
30467,8,Košický kraj,805,Okres Košice IV,osoby v domácnosti,muži,85-89,0.0
30468,8,Košický kraj,805,Okres Košice IV,osoby v domácnosti,muži,90-94,0.0
30469,8,Košický kraj,805,Okres Košice IV,osoby v domácnosti,muži,nezistený,0.0
30472,8,Košický kraj,805,Okres Košice IV,osoby v domácnosti,ženy,15-19,4.0
30473,8,Košický kraj,805,Okres Košice IV,osoby v domácnosti,ženy,20-24,5.0
30474,8,Košický kraj,805,Okres Košice IV,osoby v domácnosti,ženy,25-29,5.0
30475,8,Košický kraj,805,Okres Košice IV,osoby v domácnosti,ženy,30-34,12.0
30476,8,Košický kraj,805,Okres Košice IV,osoby v domácnosti,ženy,35-39,28.0
30477,8,Košický kraj,805,Okres Košice IV,osoby v domácnosti,ženy,40-44,16.0
30478,8,Košický kraj,805,Okres Košice IV,osoby v domácnosti,ženy,45-49,17.0
30479,8,Košický kraj,805,Okres Košice IV,osoby v domácnosti,ženy,50-54,21.0
30480,8,Košický kraj,805,Okres Košice IV,osoby v domácnosti,ženy,55-59,18.0
30481,8,Košický kraj,805,Okres Košice IV,osoby v domácnosti,ženy,60-64,4.0
30482,8,Košický kraj,805,Okres Košice IV,osoby v domácnosti,ženy,65-69,2.0
30483,8,Košický kraj,805,Okres Košice IV,osoby v domácnosti,ženy,70-74,5.0
30484,8,Košický kraj,805,Okres Košice IV,osoby v domácnosti,ženy,75-79,0.0
30485,8,Košický kraj,805,Okres Košice IV,osoby v domácnosti,ženy,80-84,1.0
30486,8,Košický kraj,805,Okres Košice IV,osoby v domácnosti,ženy,85-89,0.0
30487,8,Košický kraj,805,Okres Košice IV,osoby v domácnosti,ženy,90-94,0.0
30488,8,Košický kraj,805,Okres Košice IV,osoby v domácnosti,ženy,95-99,0.0
30489,8,Košický kraj,805,Okres Košice IV,osoby v domácnosti,ženy,nezistený,0.0
30491,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),muži,100-104,0.0
30492,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),muži,15-19,15.0
30493,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),muži,20-24,366.0
30494,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),muži,25-29,1186.0
30495,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),muži,30-34,1917.0
30496,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),muži,35-39,2382.0
30497,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),muži,40-44,1546.0
30498,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),muži,45-49,1000.0
30499,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),muži,50-54,885.0
30500,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),muži,55-59,1100.0
30501,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),muži,60-64,386.0
30502,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),muži,65-69,7.0
30503,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),muži,70-74,0.0
30504,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),muži,75-79,0.0
30505,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),muži,80-84,0.0
30506,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),muži,85-89,0.0
30507,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),muži,90-94,0.0
30508,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),muži,95-99,0.0
30509,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),muži,nezistený,0.0
30512,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),ženy,15-19,12.0
30513,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),ženy,20-24,284.0
30514,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),ženy,25-29,957.0
30515,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),ženy,30-34,1444.0
30516,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),ženy,35-39,1921.0
30517,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),ženy,40-44,1249.0
30518,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),ženy,45-49,1007.0
30519,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),ženy,50-54,1183.0
30520,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),ženy,55-59,1132.0
30521,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),ženy,60-64,126.0
30522,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),ženy,65-69,5.0
30523,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),ženy,70-74,3.0
30524,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),ženy,75-79,0.0
30525,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),ženy,80-84,0.0
30526,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),ženy,85-89,0.0
30527,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),ženy,90-94,0.0
30528,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),ženy,95-99,0.0
30529,8,Košický kraj,805,Okres Košice IV,pracujúci (okrem dôchodcov),ženy,nezistený,0.0
30531,8,Košický kraj,805,Okres Košice IV,pracujúci dôchodcovia,muži,15-19,0.0
30532,8,Košický kraj,805,Okres Košice IV,pracujúci dôchodcovia,muži,20-24,0.0
30533,8,Košický kraj,805,Okres Košice IV,pracujúci dôchodcovia,muži,25-29,3.0
30534,8,Košický kraj,805,Okres Košice IV,pracujúci dôchodcovia,muži,30-34,9.0
30535,8,Košický kraj,805,Okres Košice IV,pracujúci dôchodcovia,muži,35-39,8.0
30536,8,Košický kraj,805,Okres Košice IV,pracujúci dôchodcovia,muži,40-44,13.0
30537,8,Košický kraj,805,Okres Košice IV,pracujúci dôchodcovia,muži,45-49,24.0
30538,8,Košický kraj,805,Okres Košice IV,pracujúci dôchodcovia,muži,50-54,21.0
30539,8,Košický kraj,805,Okres Košice IV,pracujúci dôchodcovia,muži,55-59,52.0
30540,8,Košický kraj,805,Okres Košice IV,pracujúci dôchodcovia,muži,60-64,348.0
30541,8,Košický kraj,805,Okres Košice IV,pracujúci dôchodcovia,muži,65-69,200.0
30542,8,Košický kraj,805,Okres Košice IV,pracujúci dôchodcovia,muži,70-74,56.0
30543,8,Košický kraj,805,Okres Košice IV,pracujúci dôchodcovia,muži,75-79,22.0
30544,8,Košický kraj,805,Okres Košice IV,pracujúci dôchodcovia,muži,80-84,7.0
30545,8,Košický kraj,805,Okres Košice IV,pracujúci dôchodcovia,muži,85-89,0.0
30546,8,Košický kraj,805,Okres Košice IV,pracujúci dôchodcovia,muži,90-94,1.0
30547,8,Košický kraj,805,Okres Košice IV,pracujúci dôchodcovia,muži,95-99,0.0
30548,8,Košický kraj,805,Okres Košice IV,pracujúci dôchodcovia,muži,nezistený,0.0
30551,8,Košický kraj,805,Okres Košice IV,pracujúci dôchodcovia,ženy,15-19,0.0
30552,8,Košický kraj,805,Okres Košice IV,pracujúci dôchodcovia,ženy,20-24,1.0
30553,8,Košický kraj,805,Okres Košice IV,pracujúci dôchodcovia,ženy,25-29,4.0
30554,8,Košický kraj,805,Okres Košice IV,pracujúci dôchodcovia,ženy,30-34,6.0
30555,8,Košický kraj,805,Okres Košice IV,pracujúci dôchodcovia,ženy,35-39,7.0
30556,8,Košický kraj,805,Okres Košice IV,pracujúci dôchodcovia,ženy,40-44,10.0
30557,8,Košický kraj,805,Okres Košice IV,pracujúci dôchodcovia,ženy,45-49,10.0
30558,8,Košický kraj,805,Okres Košice IV,pracujúci dôchodcovia,ženy,50-54,25.0
30559,8,Košický kraj,805,Okres Košice IV,pracujúci dôchodcovia,ženy,55-59,264.0
30560,8,Košický kraj,805,Okres Košice IV,pracujúci dôchodcovia,ženy,60-64,450.0
30561,8,Košický kraj,805,Okres Košice IV,pracujúci dôchodcovia,ženy,65-69,144.0
30562,8,Košický kraj,805,Okres Košice IV,pracujúci dôchodcovia,ženy,70-74,76.0
30563,8,Košický kraj,805,Okres Košice IV,pracujúci dôchodcovia,ženy,75-79,35.0
30564,8,Košický kraj,805,Okres Košice IV,pracujúci dôchodcovia,ženy,80-84,34.0
30565,8,Košický kraj,805,Okres Košice IV,pracujúci dôchodcovia,ženy,85-89,0.0
30566,8,Košický kraj,805,Okres Košice IV,pracujúci dôchodcovia,ženy,90-94,0.0
30567,8,Košický kraj,805,Okres Košice IV,pracujúci dôchodcovia,ženy,95-99,0.0
30568,8,Košický kraj,805,Okres Košice IV,pracujúci dôchodcovia,ženy,nezistený,0.0
30570,8,Košický kraj,805,Okres Košice IV,príjemcovia kapitálových príjmov,muži,15-19,1.0
30571,8,Košický kraj,805,Okres Košice IV,príjemcovia kapitálových príjmov,muži,20-24,0.0
30572,8,Košický kraj,805,Okres Košice IV,príjemcovia kapitálových príjmov,muži,25-29,4.0
30573,8,Košický kraj,805,Okres Košice IV,príjemcovia kapitálových príjmov,muži,30-34,6.0
30574,8,Košický kraj,805,Okres Košice IV,príjemcovia kapitálových príjmov,muži,35-39,7.0
30575,8,Košický kraj,805,Okres Košice IV,príjemcovia kapitálových príjmov,muži,40-44,6.0
30576,8,Košický kraj,805,Okres Košice IV,príjemcovia kapitálových príjmov,muži,45-49,4.0
30577,8,Košický kraj,805,Okres Košice IV,príjemcovia kapitálových príjmov,muži,50-54,6.0
