"Kód okresu";"Názov okresu";"Pohlavie";"Ekonomické vekové skupiny";"Súčasná ekonomická aktivita";"abs."
SK0415;Okres Medzilaborce;muž;produktívny vek (15-64 rokov);dôverné;43
SK0415;Okres Medzilaborce;muž;produktívny vek (15-64 rokov);nezistené;144
SK0415;Okres Medzilaborce;muž;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);2046
SK0415;Okres Medzilaborce;muž;produktívny vek (15-64 rokov);pracujúci dôchodca;225
SK0415;Okres Medzilaborce;muž;produktívny vek (15-64 rokov);osoba na materskej dovolenke;2
SK0415;Okres Medzilaborce;muž;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;6
SK0415;Okres Medzilaborce;muž;produktívny vek (15-64 rokov);nezamestnaný;490
SK0415;Okres Medzilaborce;muž;produktívny vek (15-64 rokov);žiak strednej školy;189
SK0415;Okres Medzilaborce;muž;produktívny vek (15-64 rokov);študent vysokej školy;88
SK0415;Okres Medzilaborce;muž;produktívny vek (15-64 rokov);osoba v domácnosti;240
SK0415;Okres Medzilaborce;muž;produktívny vek (15-64 rokov);dôchodca;368
SK0415;Okres Medzilaborce;muž;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;3
SK0415;Okres Medzilaborce;muž;produktívny vek (15-64 rokov);iná;25
SK0415;Okres Medzilaborce;muž;produktívny vek (15-64 rokov);žiak základnej školy;43
SK0415;Okres Medzilaborce;muž;poproduktívny vek (65 a viac rokov);dôverné;1
SK0415;Okres Medzilaborce;muž;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;122
SK0415;Okres Medzilaborce;muž;poproduktívny vek (65 a viac rokov);dôchodca;722
SK0415;Okres Medzilaborce;žena;predproduktívny vek (0-14 rokov);žiak základnej školy;398
SK0415;Okres Medzilaborce;žena;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;312
SK0415;Okres Medzilaborce;žena;produktívny vek (15-64 rokov);dôverné;28
SK0415;Okres Medzilaborce;žena;produktívny vek (15-64 rokov);nezistené;134
SK0415;Okres Medzilaborce;žena;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);1576
SK0415;Okres Medzilaborce;žena;produktívny vek (15-64 rokov);pracujúci dôchodca;179
SK0415;Okres Medzilaborce;žena;produktívny vek (15-64 rokov);osoba na materskej dovolenke;21
SK0415;Okres Medzilaborce;žena;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;46
SK0415;Okres Medzilaborce;žena;produktívny vek (15-64 rokov);nezamestnaný;414
SK0415;Okres Medzilaborce;žena;produktívny vek (15-64 rokov);žiak strednej školy;186
SK0415;Okres Medzilaborce;žena;produktívny vek (15-64 rokov);študent vysokej školy;124
SK0415;Okres Medzilaborce;žena;produktívny vek (15-64 rokov);osoba v domácnosti;410
SK0415;Okres Medzilaborce;žena;produktívny vek (15-64 rokov);dôchodca;339
SK0415;Okres Medzilaborce;žena;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;1
SK0415;Okres Medzilaborce;žena;produktívny vek (15-64 rokov);iná;1
SK0415;Okres Medzilaborce;žena;produktívny vek (15-64 rokov);žiak základnej školy;26
SK0415;Okres Medzilaborce;žena;poproduktívny vek (65 a viac rokov);dôverné;7
SK0415;Okres Medzilaborce;žena;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;78
SK0415;Okres Medzilaborce;žena;poproduktívny vek (65 a viac rokov);dôchodca;1228
SK0416;Okres Poprad;muž;predproduktívny vek (0-14 rokov);žiak základnej školy;4851
SK0416;Okres Poprad;muž;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;3850
SK0416;Okres Poprad;muž;produktívny vek (15-64 rokov);dôverné;60
SK0416;Okres Poprad;muž;produktívny vek (15-64 rokov);nezistené;1297
SK0416;Okres Poprad;muž;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);21770
SK0416;Okres Poprad;muž;produktívny vek (15-64 rokov);pracujúci dôchodca;1839
SK0416;Okres Poprad;muž;produktívny vek (15-64 rokov);osoba na materskej dovolenke;54
SK0416;Okres Poprad;muž;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;85
SK0416;Okres Poprad;muž;produktívny vek (15-64 rokov);nezamestnaný;2180
SK0416;Okres Poprad;muž;produktívny vek (15-64 rokov);žiak strednej školy;1806
SK0416;Okres Poprad;muž;produktívny vek (15-64 rokov);študent vysokej školy;835
SK0416;Okres Poprad;muž;produktívny vek (15-64 rokov);osoba v domácnosti;1964
SK0416;Okres Poprad;muž;produktívny vek (15-64 rokov);dôchodca;2041
SK0416;Okres Poprad;muž;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;53
SK0416;Okres Poprad;muž;produktívny vek (15-64 rokov);iná;92
SK0416;Okres Poprad;muž;produktívny vek (15-64 rokov);žiak základnej školy;347
SK0416;Okres Poprad;muž;poproduktívny vek (65 a viac rokov);dôverné;10
SK0416;Okres Poprad;muž;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;1357
SK0416;Okres Poprad;muž;poproduktívny vek (65 a viac rokov);dôchodca;5559
SK0416;Okres Poprad;žena;predproduktívny vek (0-14 rokov);žiak základnej školy;4717
SK0416;Okres Poprad;žena;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;3742
SK0416;Okres Poprad;žena;produktívny vek (15-64 rokov);dôverné;58
SK0416;Okres Poprad;žena;produktívny vek (15-64 rokov);nezistené;867
SK0416;Okres Poprad;žena;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);18351
SK0416;Okres Poprad;žena;produktívny vek (15-64 rokov);pracujúci dôchodca;1917
SK0416;Okres Poprad;žena;produktívny vek (15-64 rokov);osoba na materskej dovolenke;271
SK0416;Okres Poprad;žena;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;840
SK0416;Okres Poprad;žena;produktívny vek (15-64 rokov);nezamestnaný;2232
SK0416;Okres Poprad;žena;produktívny vek (15-64 rokov);žiak strednej školy;1621
SK0416;Okres Poprad;žena;produktívny vek (15-64 rokov);študent vysokej školy;1041
SK0416;Okres Poprad;žena;produktívny vek (15-64 rokov);osoba v domácnosti;4044
SK0416;Okres Poprad;žena;produktívny vek (15-64 rokov);dôchodca;2492
SK0416;Okres Poprad;žena;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;56
SK0416;Okres Poprad;žena;produktívny vek (15-64 rokov);iná;8
SK0416;Okres Poprad;žena;produktívny vek (15-64 rokov);žiak základnej školy;262
SK0416;Okres Poprad;žena;poproduktívny vek (65 a viac rokov);dôverné;4
SK0416;Okres Poprad;žena;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;1235
SK0416;Okres Poprad;žena;poproduktívny vek (65 a viac rokov);dôchodca;8935
SK0416;Okres Poprad;žena;poproduktívny vek (65 a viac rokov);príjemca kapitálových príjmov;1
SK0417;Okres Prešov;muž;predproduktívny vek (0-14 rokov);dôverné;2
SK0417;Okres Prešov;muž;predproduktívny vek (0-14 rokov);nezistené;1
SK0417;Okres Prešov;muž;predproduktívny vek (0-14 rokov);žiak základnej školy;8683
SK0417;Okres Prešov;muž;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;7473
SK0417;Okres Prešov;muž;produktívny vek (15-64 rokov);dôverné;135
SK0417;Okres Prešov;muž;produktívny vek (15-64 rokov);nezistené;2276
SK0417;Okres Prešov;muž;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);36651
SK0417;Okres Prešov;muž;produktívny vek (15-64 rokov);pracujúci dôchodca;2748
SK0417;Okres Prešov;muž;produktívny vek (15-64 rokov);osoba na materskej dovolenke;87
SK0417;Okres Prešov;muž;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;142
SK0417;Okres Prešov;muž;produktívny vek (15-64 rokov);nezamestnaný;4055
SK0417;Okres Prešov;muž;produktívny vek (15-64 rokov);žiak strednej školy;3046
SK0417;Okres Prešov;muž;produktívny vek (15-64 rokov);študent vysokej školy;1530
SK0417;Okres Prešov;muž;produktívny vek (15-64 rokov);osoba v domácnosti;3229
SK0417;Okres Prešov;muž;produktívny vek (15-64 rokov);dôchodca;3249
SK0417;Okres Prešov;muž;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;118
SK0417;Okres Prešov;muž;produktívny vek (15-64 rokov);iná;145
SK0417;Okres Prešov;muž;produktívny vek (15-64 rokov);žiak základnej školy;640
SK0417;Okres Prešov;muž;poproduktívny vek (65 a viac rokov);dôverné;15
SK0417;Okres Prešov;muž;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;1763
SK0417;Okres Prešov;muž;poproduktívny vek (65 a viac rokov);dôchodca;8671
SK0417;Okres Prešov;muž;poproduktívny vek (65 a viac rokov);iná;1
SK0417;Okres Prešov;žena;predproduktívny vek (0-14 rokov);dôverné;2
SK0417;Okres Prešov;žena;predproduktívny vek (0-14 rokov);nezistené;3
SK0417;Okres Prešov;žena;predproduktívny vek (0-14 rokov);žiak strednej školy;1
SK0417;Okres Prešov;žena;predproduktívny vek (0-14 rokov);žiak základnej školy;8293
SK0417;Okres Prešov;žena;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;7141
SK0417;Okres Prešov;žena;produktívny vek (15-64 rokov);dôverné;73
SK0417;Okres Prešov;žena;produktívny vek (15-64 rokov);nezistené;1784
SK0417;Okres Prešov;žena;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);29388
SK0417;Okres Prešov;žena;produktívny vek (15-64 rokov);pracujúci dôchodca;2797
SK0417;Okres Prešov;žena;produktívny vek (15-64 rokov);osoba na materskej dovolenke;585
SK0417;Okres Prešov;žena;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;1455
SK0417;Okres Prešov;žena;produktívny vek (15-64 rokov);nezamestnaný;3994
SK0417;Okres Prešov;žena;produktívny vek (15-64 rokov);žiak strednej školy;2811
SK0417;Okres Prešov;žena;produktívny vek (15-64 rokov);študent vysokej školy;2089
SK0417;Okres Prešov;žena;produktívny vek (15-64 rokov);osoba v domácnosti;7249
SK0417;Okres Prešov;žena;produktívny vek (15-64 rokov);dôchodca;3854
SK0417;Okres Prešov;žena;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;79
SK0417;Okres Prešov;žena;produktívny vek (15-64 rokov);iná;19
SK0417;Okres Prešov;žena;produktívny vek (15-64 rokov);žiak základnej školy;543
SK0417;Okres Prešov;žena;poproduktívny vek (65 a viac rokov);dôverné;4
SK0417;Okres Prešov;žena;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;1432
SK0417;Okres Prešov;žena;poproduktívny vek (65 a viac rokov);dôchodca;14546
SK0417;Okres Prešov;žena;poproduktívny vek (65 a viac rokov);príjemca kapitálových príjmov;2
SK0418;Okres Sabinov;muž;predproduktívny vek (0-14 rokov);dôverné;3
SK0418;Okres Sabinov;muž;predproduktívny vek (0-14 rokov);žiak základnej školy;3746
SK0418;Okres Sabinov;muž;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;3223
SK0418;Okres Sabinov;muž;produktívny vek (15-64 rokov);dôverné;51
SK0418;Okres Sabinov;muž;produktívny vek (15-64 rokov);nezistené;465
SK0418;Okres Sabinov;muž;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);12053
SK0418;Okres Sabinov;muž;produktívny vek (15-64 rokov);pracujúci dôchodca;750
SK0418;Okres Sabinov;muž;produktívny vek (15-64 rokov);osoba na materskej dovolenke;27
SK0418;Okres Sabinov;muž;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;68
SK0418;Okres Sabinov;muž;produktívny vek (15-64 rokov);nezamestnaný;2222
SK0418;Okres Sabinov;muž;produktívny vek (15-64 rokov);žiak strednej školy;1259
SK0418;Okres Sabinov;muž;produktívny vek (15-64 rokov);študent vysokej školy;533
SK0418;Okres Sabinov;muž;produktívny vek (15-64 rokov);osoba v domácnosti;1297
SK0418;Okres Sabinov;muž;produktívny vek (15-64 rokov);dôchodca;1167
SK0418;Okres Sabinov;muž;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;15
SK0418;Okres Sabinov;muž;produktívny vek (15-64 rokov);iná;80
SK0418;Okres Sabinov;muž;produktívny vek (15-64 rokov);žiak základnej školy;314
SK0418;Okres Sabinov;muž;poproduktívny vek (65 a viac rokov);dôverné;1
SK0418;Okres Sabinov;muž;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;355
SK0418;Okres Sabinov;muž;poproduktívny vek (65 a viac rokov);dôchodca;2704
SK0418;Okres Sabinov;muž;poproduktívny vek (65 a viac rokov);iná;1
SK0418;Okres Sabinov;žena;predproduktívny vek (0-14 rokov);žiak základnej školy;3557
SK0418;Okres Sabinov;žena;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;3113
SK0418;Okres Sabinov;žena;produktívny vek (15-64 rokov);dôverné;43
SK0418;Okres Sabinov;žena;produktívny vek (15-64 rokov);nezistené;349
SK0418;Okres Sabinov;žena;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);8313
SK0418;Okres Sabinov;žena;produktívny vek (15-64 rokov);pracujúci dôchodca;616
SK0418;Okres Sabinov;žena;produktívny vek (15-64 rokov);osoba na materskej dovolenke;162
SK0418;Okres Sabinov;žena;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;443
SK0418;Okres Sabinov;žena;produktívny vek (15-64 rokov);nezamestnaný;2311
SK0418;Okres Sabinov;žena;produktívny vek (15-64 rokov);žiak strednej školy;1114
SK0418;Okres Sabinov;žena;produktívny vek (15-64 rokov);študent vysokej školy;823
SK0418;Okres Sabinov;žena;produktívny vek (15-64 rokov);osoba v domácnosti;3220
SK0418;Okres Sabinov;žena;produktívny vek (15-64 rokov);dôchodca;1413
SK0418;Okres Sabinov;žena;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;3
SK0418;Okres Sabinov;žena;produktívny vek (15-64 rokov);iná;5
SK0418;Okres Sabinov;žena;produktívny vek (15-64 rokov);žiak základnej školy;260
SK0418;Okres Sabinov;žena;poproduktívny vek (65 a viac rokov);dôverné;4
SK0418;Okres Sabinov;žena;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;219
SK0418;Okres Sabinov;žena;poproduktívny vek (65 a viac rokov);dôchodca;4087
SK0419;Okres Snina;muž;predproduktívny vek (0-14 rokov);žiak základnej školy;1405
SK0419;Okres Snina;muž;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;1039
SK0419;Okres Snina;muž;produktívny vek (15-64 rokov);dôverné;41
SK0419;Okres Snina;muž;produktívny vek (15-64 rokov);nezistené;488
SK0419;Okres Snina;muž;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);7608
SK0419;Okres Snina;muž;produktívny vek (15-64 rokov);pracujúci dôchodca;652
SK0419;Okres Snina;muž;produktívny vek (15-64 rokov);osoba na materskej dovolenke;9
SK0419;Okres Snina;muž;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;19
SK0419;Okres Snina;muž;produktívny vek (15-64 rokov);nezamestnaný;1100
SK0419;Okres Snina;muž;produktívny vek (15-64 rokov);žiak strednej školy;587
SK0419;Okres Snina;muž;produktívny vek (15-64 rokov);študent vysokej školy;346
SK0419;Okres Snina;muž;produktívny vek (15-64 rokov);osoba v domácnosti;475
SK0419;Okres Snina;muž;produktívny vek (15-64 rokov);dôchodca;1057
SK0419;Okres Snina;muž;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;11
SK0419;Okres Snina;muž;produktívny vek (15-64 rokov);iná;38
SK0419;Okres Snina;muž;produktívny vek (15-64 rokov);žiak základnej školy;80
SK0419;Okres Snina;muž;poproduktívny vek (65 a viac rokov);dôverné;3
SK0419;Okres Snina;muž;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;298
SK0419;Okres Snina;muž;poproduktívny vek (65 a viac rokov);dôchodca;2053
SK0419;Okres Snina;muž;poproduktívny vek (65 a viac rokov);iná;1
SK0419;Okres Snina;žena;predproduktívny vek (0-14 rokov);žiak strednej školy;1
SK0419;Okres Snina;žena;predproduktívny vek (0-14 rokov);žiak základnej školy;1335
SK0419;Okres Snina;žena;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;929
SK0419;Okres Snina;žena;produktívny vek (15-64 rokov);dôverné;39
SK0419;Okres Snina;žena;produktívny vek (15-64 rokov);nezistené;358
SK0419;Okres Snina;žena;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);5805
SK0419;Okres Snina;žena;produktívny vek (15-64 rokov);pracujúci dôchodca;563
SK0419;Okres Snina;žena;produktívny vek (15-64 rokov);osoba na materskej dovolenke;74
SK0419;Okres Snina;žena;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;235
SK0419;Okres Snina;žena;produktívny vek (15-64 rokov);nezamestnaný;1113
SK0419;Okres Snina;žena;produktívny vek (15-64 rokov);žiak strednej školy;599
SK0419;Okres Snina;žena;produktívny vek (15-64 rokov);študent vysokej školy;585
SK0419;Okres Snina;žena;produktívny vek (15-64 rokov);osoba v domácnosti;1313
SK0419;Okres Snina;žena;produktívny vek (15-64 rokov);dôchodca;1287
SK0419;Okres Snina;žena;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;3
SK0419;Okres Snina;žena;produktívny vek (15-64 rokov);iná;8
SK0419;Okres Snina;žena;produktívny vek (15-64 rokov);žiak základnej školy;87
SK0419;Okres Snina;žena;poproduktívny vek (65 a viac rokov);dôverné;10
SK0419;Okres Snina;žena;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;164
SK0419;Okres Snina;žena;poproduktívny vek (65 a viac rokov);dôchodca;3307
SK041A;Okres Stará Ľubovňa;muž;predproduktívny vek (0-14 rokov);žiak strednej školy;4
SK041A;Okres Stará Ľubovňa;muž;predproduktívny vek (0-14 rokov);žiak základnej školy;2976
SK041A;Okres Stará Ľubovňa;muž;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;2581
SK041A;Okres Stará Ľubovňa;muž;produktívny vek (15-64 rokov);dôverné;67
SK041A;Okres Stará Ľubovňa;muž;produktívny vek (15-64 rokov);nezistené;562
SK041A;Okres Stará Ľubovňa;muž;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);11371
SK041A;Okres Stará Ľubovňa;muž;produktívny vek (15-64 rokov);pracujúci dôchodca;876
SK041A;Okres Stará Ľubovňa;muž;produktívny vek (15-64 rokov);osoba na materskej dovolenke;19
SK041A;Okres Stará Ľubovňa;muž;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;73
SK041A;Okres Stará Ľubovňa;muž;produktívny vek (15-64 rokov);nezamestnaný;1176
SK041A;Okres Stará Ľubovňa;muž;produktívny vek (15-64 rokov);žiak strednej školy;985
SK041A;Okres Stará Ľubovňa;muž;produktívny vek (15-64 rokov);študent vysokej školy;480
SK041A;Okres Stará Ľubovňa;muž;produktívny vek (15-64 rokov);osoba v domácnosti;1144
SK041A;Okres Stará Ľubovňa;muž;produktívny vek (15-64 rokov);dôchodca;1168
SK041A;Okres Stará Ľubovňa;muž;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;9
SK041A;Okres Stará Ľubovňa;muž;produktívny vek (15-64 rokov);iná;59
SK041A;Okres Stará Ľubovňa;muž;produktívny vek (15-64 rokov);žiak základnej školy;234
SK041A;Okres Stará Ľubovňa;muž;poproduktívny vek (65 a viac rokov);dôverné;5
SK041A;Okres Stará Ľubovňa;muž;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;407
SK041A;Okres Stará Ľubovňa;muž;poproduktívny vek (65 a viac rokov);dôchodca;2411
SK041A;Okres Stará Ľubovňa;muž;poproduktívny vek (65 a viac rokov);príjemca kapitálových príjmov;1
SK041A;Okres Stará Ľubovňa;žena;predproduktívny vek (0-14 rokov);žiak strednej školy;4
SK041A;Okres Stará Ľubovňa;žena;predproduktívny vek (0-14 rokov);žiak základnej školy;2727
SK041A;Okres Stará Ľubovňa;žena;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;2514
SK041A;Okres Stará Ľubovňa;žena;produktívny vek (15-64 rokov);dôverné;40
SK041A;Okres Stará Ľubovňa;žena;produktívny vek (15-64 rokov);nezistené;431
SK041A;Okres Stará Ľubovňa;žena;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);7951
SK041A;Okres Stará Ľubovňa;žena;produktívny vek (15-64 rokov);pracujúci dôchodca;755
SK041A;Okres Stará Ľubovňa;žena;produktívny vek (15-64 rokov);osoba na materskej dovolenke;174
SK041A;Okres Stará Ľubovňa;žena;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;489
SK041A;Okres Stará Ľubovňa;žena;produktívny vek (15-64 rokov);nezamestnaný;1365
SK041A;Okres Stará Ľubovňa;žena;produktívny vek (15-64 rokov);žiak strednej školy;975
SK041A;Okres Stará Ľubovňa;žena;produktívny vek (15-64 rokov);študent vysokej školy;731
SK041A;Okres Stará Ľubovňa;žena;produktívny vek (15-64 rokov);osoba v domácnosti;2681
SK041A;Okres Stará Ľubovňa;žena;produktívny vek (15-64 rokov);dôchodca;1361
SK041A;Okres Stará Ľubovňa;žena;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;8
SK041A;Okres Stará Ľubovňa;žena;produktívny vek (15-64 rokov);iná;7
SK041A;Okres Stará Ľubovňa;žena;produktívny vek (15-64 rokov);žiak základnej školy;190
SK041A;Okres Stará Ľubovňa;žena;poproduktívny vek (65 a viac rokov);dôverné;3
SK041A;Okres Stará Ľubovňa;žena;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;294
SK041A;Okres Stará Ľubovňa;žena;poproduktívny vek (65 a viac rokov);dôchodca;3660
SK041B;Okres Stropkov;muž;predproduktívny vek (0-14 rokov);žiak základnej školy;870
SK041B;Okres Stropkov;muž;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;678
SK041B;Okres Stropkov;muž;produktívny vek (15-64 rokov);dôverné;45
SK041B;Okres Stropkov;muž;produktívny vek (15-64 rokov);nezistené;220
SK041B;Okres Stropkov;muž;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);4197
SK041B;Okres Stropkov;muž;produktívny vek (15-64 rokov);pracujúci dôchodca;440
SK041B;Okres Stropkov;muž;produktívny vek (15-64 rokov);osoba na materskej dovolenke;6
SK041B;Okres Stropkov;muž;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;22
SK041B;Okres Stropkov;muž;produktívny vek (15-64 rokov);nezamestnaný;750
SK041B;Okres Stropkov;muž;produktívny vek (15-64 rokov);žiak strednej školy;375
SK041B;Okres Stropkov;muž;produktívny vek (15-64 rokov);študent vysokej školy;204
SK041B;Okres Stropkov;muž;produktívny vek (15-64 rokov);osoba v domácnosti;260
SK041B;Okres Stropkov;muž;produktívny vek (15-64 rokov);dôchodca;461
SK041B;Okres Stropkov;muž;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;1
SK041B;Okres Stropkov;muž;produktívny vek (15-64 rokov);iná;25
SK041B;Okres Stropkov;muž;produktívny vek (15-64 rokov);žiak základnej školy;58
SK041B;Okres Stropkov;muž;poproduktívny vek (65 a viac rokov);dôverné;3
SK041B;Okres Stropkov;muž;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;202
SK041B;Okres Stropkov;muž;poproduktívny vek (65 a viac rokov);dôchodca;1078
SK041B;Okres Stropkov;žena;predproduktívny vek (0-14 rokov);žiak základnej školy;868
SK041B;Okres Stropkov;žena;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;680
SK041B;Okres Stropkov;žena;produktívny vek (15-64 rokov);dôverné;39
SK041B;Okres Stropkov;žena;produktívny vek (15-64 rokov);nezistené;146
SK041B;Okres Stropkov;žena;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);3165
SK041B;Okres Stropkov;žena;produktívny vek (15-64 rokov);pracujúci dôchodca;438
SK041B;Okres Stropkov;žena;produktívny vek (15-64 rokov);osoba na materskej dovolenke;31
SK041B;Okres Stropkov;žena;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;150
SK041B;Okres Stropkov;žena;produktívny vek (15-64 rokov);nezamestnaný;770
SK041B;Okres Stropkov;žena;produktívny vek (15-64 rokov);žiak strednej školy;339
SK041B;Okres Stropkov;žena;produktívny vek (15-64 rokov);študent vysokej školy;266
SK041B;Okres Stropkov;žena;produktívny vek (15-64 rokov);osoba v domácnosti;632
SK041B;Okres Stropkov;žena;produktívny vek (15-64 rokov);dôchodca;511
SK041B;Okres Stropkov;žena;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;3
SK041B;Okres Stropkov;žena;produktívny vek (15-64 rokov);iná;4
SK041B;Okres Stropkov;žena;produktívny vek (15-64 rokov);žiak základnej školy;45
SK041B;Okres Stropkov;žena;poproduktívny vek (65 a viac rokov);dôverné;9
SK041B;Okres Stropkov;žena;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;183
SK041B;Okres Stropkov;žena;poproduktívny vek (65 a viac rokov);dôchodca;1704
SK041C;Okres Svidník;muž;predproduktívny vek (0-14 rokov);žiak základnej školy;1448
SK041C;Okres Svidník;muž;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;1075
SK041C;Okres Svidník;muž;produktívny vek (15-64 rokov);dôverné;78
SK041C;Okres Svidník;muž;produktívny vek (15-64 rokov);nezistené;299
SK041C;Okres Svidník;muž;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);6620
SK041C;Okres Svidník;muž;produktívny vek (15-64 rokov);pracujúci dôchodca;652
SK041C;Okres Svidník;muž;produktívny vek (15-64 rokov);osoba na materskej dovolenke;8
SK041C;Okres Svidník;muž;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;29
SK041C;Okres Svidník;muž;produktívny vek (15-64 rokov);nezamestnaný;1216
SK041C;Okres Svidník;muž;produktívny vek (15-64 rokov);žiak strednej školy;604
SK041C;Okres Svidník;muž;produktívny vek (15-64 rokov);študent vysokej školy;303
SK041C;Okres Svidník;muž;produktívny vek (15-64 rokov);osoba v domácnosti;479
SK041C;Okres Svidník;muž;produktívny vek (15-64 rokov);dôchodca;776
SK041C;Okres Svidník;muž;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;15
SK041C;Okres Svidník;muž;produktívny vek (15-64 rokov);iná;19
SK041C;Okres Svidník;muž;produktívny vek (15-64 rokov);žiak základnej školy;75
SK041C;Okres Svidník;muž;poproduktívny vek (65 a viac rokov);dôverné;12
SK041C;Okres Svidník;muž;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;337
SK041C;Okres Svidník;muž;poproduktívny vek (65 a viac rokov);dôchodca;1683
SK041C;Okres Svidník;žena;predproduktívny vek (0-14 rokov);žiak základnej školy;1350
SK041C;Okres Svidník;žena;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;979
SK041C;Okres Svidník;žena;produktívny vek (15-64 rokov);dôverné;61
SK041C;Okres Svidník;žena;produktívny vek (15-64 rokov);nezistené;201
SK041C;Okres Svidník;žena;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);5006
SK041C;Okres Svidník;žena;produktívny vek (15-64 rokov);pracujúci dôchodca;609
SK041C;Okres Svidník;žena;produktívny vek (15-64 rokov);osoba na materskej dovolenke;76
SK041C;Okres Svidník;žena;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;232
SK041C;Okres Svidník;žena;produktívny vek (15-64 rokov);nezamestnaný;1323
SK041C;Okres Svidník;žena;produktívny vek (15-64 rokov);žiak strednej školy;503
SK041C;Okres Svidník;žena;produktívny vek (15-64 rokov);študent vysokej školy;406
