,Názov kraja,Názov okresu,Pohlavie,Súčasná ekonomická aktivita,abs.
1103,Banskobystrický kraj,Okres Detva,Ženy,nezistené,310
1104,Banskobystrický kraj,Okres Krupina,Muži,na materskej dovolenke,11
1105,Banskobystrický kraj,Okres Krupina,Muži,pracujúci dôhodcovia,45
1106,Banskobystrický kraj,Okres Krupina,Muži,vypomáhajúci v rod. podniku,4
1107,Banskobystrický kraj,Okres Krupina,Muži,nezamestnaní,1543
1108,Banskobystrický kraj,Okres Krupina,Muži,iné,4231
1109,Banskobystrický kraj,Okres Krupina,Ženy,na materskej dovolenke,589
1110,Banskobystrický kraj,Okres Krupina,Ženy,pracujúci dôhodcovia,69
1111,Banskobystrický kraj,Okres Krupina,Ženy,vypomáhajúci v rod. podniku,6
1112,Banskobystrický kraj,Okres Krupina,Ženy,nezamestnaní,1089
1113,Banskobystrický kraj,Okres Krupina,Ženy,iné,3413
1114,Banskobystrický kraj,Okres Krupina,Muži,dôchodca,1804
1115,Banskobystrický kraj,Okres Krupina,Muži,nezávislí,118
1116,Banskobystrický kraj,Okres Krupina,Muži,deti a žiaci ZŠ,2524
1117,Banskobystrický kraj,Okres Krupina,Muži,žiak z učilíšť,145
1118,Banskobystrický kraj,Okres Krupina,Muži,žiak strednej školy,318
1119,Banskobystrický kraj,Okres Krupina,Muži,študent vysokej školy,194
1120,Banskobystrický kraj,Okres Krupina,Muži,nezistené,113
1121,Banskobystrický kraj,Okres Krupina,Ženy,dôchodca,3359
1122,Banskobystrický kraj,Okres Krupina,Ženy,nezávislí,81
1123,Banskobystrický kraj,Okres Krupina,Ženy,deti a žiaci ZŠ,2381
1124,Banskobystrický kraj,Okres Krupina,Ženy,žiak z učilíšť,93
1125,Banskobystrický kraj,Okres Krupina,Ženy,žiak strednej školy,361
1126,Banskobystrický kraj,Okres Krupina,Ženy,študent vysokej školy,185
1127,Banskobystrický kraj,Okres Krupina,Ženy,nezistené,209
1128,Banskobystrický kraj,Okres Lučenec,Muži,na materskej dovolenke,19
1129,Banskobystrický kraj,Okres Lučenec,Muži,pracujúci dôhodcovia,113
1130,Banskobystrický kraj,Okres Lučenec,Muži,vypomáhajúci v rod. podniku,8
1131,Banskobystrický kraj,Okres Lučenec,Muži,nezamestnaní,5676
1132,Banskobystrický kraj,Okres Lučenec,Muži,iné,12575
1133,Banskobystrický kraj,Okres Lučenec,Ženy,na materskej dovolenke,1717
1134,Banskobystrický kraj,Okres Lučenec,Ženy,pracujúci dôhodcovia,156
1135,Banskobystrický kraj,Okres Lučenec,Ženy,vypomáhajúci v rod. podniku,32
1136,Banskobystrický kraj,Okres Lučenec,Ženy,nezamestnaní,4720
1137,Banskobystrický kraj,Okres Lučenec,Ženy,iné,10666
1138,Banskobystrický kraj,Okres Lučenec,Muži,dôchodca,6341
1139,Banskobystrický kraj,Okres Lučenec,Muži,nezávislí,482
1140,Banskobystrický kraj,Okres Lučenec,Muži,deti a žiaci ZŠ,7178
1141,Banskobystrický kraj,Okres Lučenec,Muži,žiak z učilíšť,505
1142,Banskobystrický kraj,Okres Lučenec,Muži,žiak strednej školy,855
1143,Banskobystrický kraj,Okres Lučenec,Muži,študent vysokej školy,451
1144,Banskobystrický kraj,Okres Lučenec,Muži,nezistené,520
1145,Banskobystrický kraj,Okres Lučenec,Ženy,dôchodca,10754
1146,Banskobystrický kraj,Okres Lučenec,Ženy,nezávislí,336
1147,Banskobystrický kraj,Okres Lučenec,Ženy,deti a žiaci ZŠ,6950
1148,Banskobystrický kraj,Okres Lučenec,Ženy,žiak z učilíšť,266
1149,Banskobystrický kraj,Okres Lučenec,Ženy,žiak strednej školy,1046
1150,Banskobystrický kraj,Okres Lučenec,Ženy,študent vysokej školy,497
1151,Banskobystrický kraj,Okres Lučenec,Ženy,nezistené,974
1152,Banskobystrický kraj,Okres Poltár,Muži,na materskej dovolenke,10
1153,Banskobystrický kraj,Okres Poltár,Muži,pracujúci dôhodcovia,62
1154,Banskobystrický kraj,Okres Poltár,Muži,vypomáhajúci v rod. podniku,1
1155,Banskobystrický kraj,Okres Poltár,Muži,nezamestnaní,1652
1156,Banskobystrický kraj,Okres Poltár,Muži,iné,4493
1157,Banskobystrický kraj,Okres Poltár,Ženy,na materskej dovolenke,590
1158,Banskobystrický kraj,Okres Poltár,Ženy,pracujúci dôhodcovia,74
1159,Banskobystrický kraj,Okres Poltár,Ženy,vypomáhajúci v rod. podniku,8
1160,Banskobystrický kraj,Okres Poltár,Ženy,nezamestnaní,1363
1161,Banskobystrický kraj,Okres Poltár,Ženy,iné,3473
1162,Banskobystrický kraj,Okres Poltár,Muži,dôchodca,2107
1163,Banskobystrický kraj,Okres Poltár,Muži,nezávislí,97
1164,Banskobystrický kraj,Okres Poltár,Muži,deti a žiaci ZŠ,2345
1165,Banskobystrický kraj,Okres Poltár,Muži,žiak z učilíšť,167
1166,Banskobystrický kraj,Okres Poltár,Muži,žiak strednej školy,264
1167,Banskobystrický kraj,Okres Poltár,Muži,študent vysokej školy,133
1168,Banskobystrický kraj,Okres Poltár,Muži,nezistené,131
1169,Banskobystrický kraj,Okres Poltár,Ženy,dôchodca,3578
1170,Banskobystrický kraj,Okres Poltár,Ženy,nezávislí,71
1171,Banskobystrický kraj,Okres Poltár,Ženy,deti a žiaci ZŠ,2235
1172,Banskobystrický kraj,Okres Poltár,Ženy,žiak z učilíšť,129
1173,Banskobystrický kraj,Okres Poltár,Ženy,žiak strednej školy,323
1174,Banskobystrický kraj,Okres Poltár,Ženy,študent vysokej školy,142
1175,Banskobystrický kraj,Okres Poltár,Ženy,nezistené,218
1176,Banskobystrický kraj,Okres Revúca,Muži,na materskej dovolenke,11
1177,Banskobystrický kraj,Okres Revúca,Muži,pracujúci dôhodcovia,37
1178,Banskobystrický kraj,Okres Revúca,Muži,vypomáhajúci v rod. podniku,5
1179,Banskobystrický kraj,Okres Revúca,Muži,nezamestnaní,3686
1180,Banskobystrický kraj,Okres Revúca,Muži,iné,7053
1181,Banskobystrický kraj,Okres Revúca,Ženy,na materskej dovolenke,960
1182,Banskobystrický kraj,Okres Revúca,Ženy,pracujúci dôhodcovia,36
1183,Banskobystrický kraj,Okres Revúca,Ženy,vypomáhajúci v rod. podniku,6
1184,Banskobystrický kraj,Okres Revúca,Ženy,nezamestnaní,3289
1185,Banskobystrický kraj,Okres Revúca,Ženy,iné,5504
1186,Banskobystrický kraj,Okres Revúca,Muži,dôchodca,3106
1187,Banskobystrický kraj,Okres Revúca,Muži,nezávislí,236
1188,Banskobystrický kraj,Okres Revúca,Muži,deti a žiaci ZŠ,4562
1189,Banskobystrický kraj,Okres Revúca,Muži,žiak z učilíšť,287
1190,Banskobystrický kraj,Okres Revúca,Muži,žiak strednej školy,473
1191,Banskobystrický kraj,Okres Revúca,Muži,študent vysokej školy,268
1192,Banskobystrický kraj,Okres Revúca,Muži,nezistené,216
1193,Banskobystrický kraj,Okres Revúca,Ženy,dôchodca,5177
1194,Banskobystrický kraj,Okres Revúca,Ženy,nezávislí,252
1195,Banskobystrický kraj,Okres Revúca,Ženy,deti a žiaci ZŠ,4348
1196,Banskobystrický kraj,Okres Revúca,Ženy,žiak z učilíšť,162
1197,Banskobystrický kraj,Okres Revúca,Ženy,žiak strednej školy,557
1198,Banskobystrický kraj,Okres Revúca,Ženy,študent vysokej školy,243
1199,Banskobystrický kraj,Okres Revúca,Ženy,nezistené,444
1200,Banskobystrický kraj,Okres Rimavská Sobota,Muži,na materskej dovolenke,23
1201,Banskobystrický kraj,Okres Rimavská Sobota,Muži,pracujúci dôhodcovia,119
1202,Banskobystrický kraj,Okres Rimavská Sobota,Muži,vypomáhajúci v rod. podniku,6
1203,Banskobystrický kraj,Okres Rimavská Sobota,Muži,nezamestnaní,8444
1204,Banskobystrický kraj,Okres Rimavská Sobota,Muži,iné,12406
1205,Banskobystrický kraj,Okres Rimavská Sobota,Ženy,na materskej dovolenke,2005
1206,Banskobystrický kraj,Okres Rimavská Sobota,Ženy,pracujúci dôhodcovia,133
1207,Banskobystrický kraj,Okres Rimavská Sobota,Ženy,vypomáhajúci v rod. podniku,17
1208,Banskobystrický kraj,Okres Rimavská Sobota,Ženy,nezamestnaní,6229
1209,Banskobystrický kraj,Okres Rimavská Sobota,Ženy,iné,10892
1210,Banskobystrický kraj,Okres Rimavská Sobota,Muži,dôchodca,6789
1211,Banskobystrický kraj,Okres Rimavská Sobota,Muži,nezávislí,803
1212,Banskobystrický kraj,Okres Rimavská Sobota,Muži,deti a žiaci ZŠ,9094
1213,Banskobystrický kraj,Okres Rimavská Sobota,Muži,žiak z učilíšť,469
1214,Banskobystrický kraj,Okres Rimavská Sobota,Muži,žiak strednej školy,861
1215,Banskobystrický kraj,Okres Rimavská Sobota,Muži,študent vysokej školy,500
1216,Banskobystrický kraj,Okres Rimavská Sobota,Muži,nezistené,716
1217,Banskobystrický kraj,Okres Rimavská Sobota,Ženy,dôchodca,11378
1218,Banskobystrický kraj,Okres Rimavská Sobota,Ženy,nezávislí,714
1219,Banskobystrický kraj,Okres Rimavská Sobota,Ženy,deti a žiaci ZŠ,8674
1220,Banskobystrický kraj,Okres Rimavská Sobota,Ženy,žiak z učilíšť,296
1221,Banskobystrický kraj,Okres Rimavská Sobota,Ženy,žiak strednej školy,1001
1222,Banskobystrický kraj,Okres Rimavská Sobota,Ženy,študent vysokej školy,524
1223,Banskobystrický kraj,Okres Rimavská Sobota,Ženy,nezistené,1031
1224,Banskobystrický kraj,Okres Veľký Krtíš,Muži,na materskej dovolenke,16
1225,Banskobystrický kraj,Okres Veľký Krtíš,Muži,pracujúci dôhodcovia,131
1226,Banskobystrický kraj,Okres Veľký Krtíš,Muži,vypomáhajúci v rod. podniku,2
1227,Banskobystrický kraj,Okres Veľký Krtíš,Muži,nezamestnaní,4076
1228,Banskobystrický kraj,Okres Veľký Krtíš,Muži,iné,7165
1229,Banskobystrický kraj,Okres Veľký Krtíš,Ženy,na materskej dovolenke,1052
1230,Banskobystrický kraj,Okres Veľký Krtíš,Ženy,pracujúci dôhodcovia,161
1231,Banskobystrický kraj,Okres Veľký Krtíš,Ženy,vypomáhajúci v rod. podniku,11
1232,Banskobystrický kraj,Okres Veľký Krtíš,Ženy,nezamestnaní,3161
1233,Banskobystrický kraj,Okres Veľký Krtíš,Ženy,iné,6021
1234,Banskobystrický kraj,Okres Veľký Krtíš,Muži,dôchodca,4622
1235,Banskobystrický kraj,Okres Veľký Krtíš,Muži,nezávislí,286
1236,Banskobystrický kraj,Okres Veľký Krtíš,Muži,deti a žiaci ZŠ,4848
1237,Banskobystrický kraj,Okres Veľký Krtíš,Muži,žiak z učilíšť,303
1238,Banskobystrický kraj,Okres Veľký Krtíš,Muži,žiak strednej školy,562
1239,Banskobystrický kraj,Okres Veľký Krtíš,Muži,študent vysokej školy,289
1240,Banskobystrický kraj,Okres Veľký Krtíš,Muži,nezistené,320
1241,Banskobystrický kraj,Okres Veľký Krtíš,Ženy,dôchodca,7105
1242,Banskobystrický kraj,Okres Veľký Krtíš,Ženy,nezávislí,200
1243,Banskobystrický kraj,Okres Veľký Krtíš,Ženy,deti a žiaci ZŠ,4669
1244,Banskobystrický kraj,Okres Veľký Krtíš,Ženy,žiak z učilíšť,169
1245,Banskobystrický kraj,Okres Veľký Krtíš,Ženy,žiak strednej školy,641
1246,Banskobystrický kraj,Okres Veľký Krtíš,Ženy,študent vysokej školy,324
1247,Banskobystrický kraj,Okres Veľký Krtíš,Ženy,nezistené,607
1248,Banskobystrický kraj,Okres Zvolen,Muži,na materskej dovolenke,19
1249,Banskobystrický kraj,Okres Zvolen,Muži,pracujúci dôhodcovia,112
1250,Banskobystrický kraj,Okres Zvolen,Muži,vypomáhajúci v rod. podniku,4
1251,Banskobystrický kraj,Okres Zvolen,Muži,nezamestnaní,3213
1252,Banskobystrický kraj,Okres Zvolen,Muži,iné,14708
1253,Banskobystrický kraj,Okres Zvolen,Ženy,na materskej dovolenke,1482
1254,Banskobystrický kraj,Okres Zvolen,Ženy,pracujúci dôhodcovia,149
1255,Banskobystrický kraj,Okres Zvolen,Ženy,vypomáhajúci v rod. podniku,22
1256,Banskobystrický kraj,Okres Zvolen,Ženy,nezamestnaní,2579
1257,Banskobystrický kraj,Okres Zvolen,Ženy,iné,12972
1258,Banskobystrický kraj,Okres Zvolen,Muži,dôchodca,4857
1259,Banskobystrický kraj,Okres Zvolen,Muži,nezávislí,391
1260,Banskobystrický kraj,Okres Zvolen,Muži,deti a žiaci ZŠ,6578
1261,Banskobystrický kraj,Okres Zvolen,Muži,žiak z učilíšť,301
1262,Banskobystrický kraj,Okres Zvolen,Muži,žiak strednej školy,999
1263,Banskobystrický kraj,Okres Zvolen,Muži,študent vysokej školy,794
1264,Banskobystrický kraj,Okres Zvolen,Muži,nezistené,467
1265,Banskobystrický kraj,Okres Zvolen,Ženy,dôchodca,8867
1266,Banskobystrický kraj,Okres Zvolen,Ženy,nezávislí,227
1267,Banskobystrický kraj,Okres Zvolen,Ženy,deti a žiaci ZŠ,6142
1268,Banskobystrický kraj,Okres Zvolen,Ženy,žiak z učilíšť,185
1269,Banskobystrický kraj,Okres Zvolen,Ženy,žiak strednej školy,1072
1270,Banskobystrický kraj,Okres Zvolen,Ženy,študent vysokej školy,815
1271,Banskobystrický kraj,Okres Zvolen,Ženy,nezistené,678
1272,Banskobystrický kraj,Okres Žarnovica,Muži,na materskej dovolenke,7
1273,Banskobystrický kraj,Okres Žarnovica,Muži,pracujúci dôhodcovia,26
1274,Banskobystrický kraj,Okres Žarnovica,Muži,vypomáhajúci v rod. podniku,2
1275,Banskobystrický kraj,Okres Žarnovica,Muži,nezamestnaní,1733
1276,Banskobystrický kraj,Okres Žarnovica,Muži,iné,5332
1277,Banskobystrický kraj,Okres Žarnovica,Ženy,na materskej dovolenke,670
1278,Banskobystrický kraj,Okres Žarnovica,Ženy,pracujúci dôhodcovia,29
1279,Banskobystrický kraj,Okres Žarnovica,Ženy,vypomáhajúci v rod. podniku,6
1280,Banskobystrický kraj,Okres Žarnovica,Ženy,nezamestnaní,1551
1281,Banskobystrický kraj,Okres Žarnovica,Ženy,iné,3982
1282,Banskobystrický kraj,Okres Žarnovica,Muži,dôchodca,2370
1283,Banskobystrický kraj,Okres Žarnovica,Muži,nezávislí,163
1284,Banskobystrický kraj,Okres Žarnovica,Muži,deti a žiaci ZŠ,2912
1285,Banskobystrický kraj,Okres Žarnovica,Muži,žiak z učilíšť,178
1286,Banskobystrický kraj,Okres Žarnovica,Muži,žiak strednej školy,347
1287,Banskobystrický kraj,Okres Žarnovica,Muži,študent vysokej školy,223
1288,Banskobystrický kraj,Okres Žarnovica,Muži,nezistené,233
1289,Banskobystrický kraj,Okres Žarnovica,Ženy,dôchodca,3966
1290,Banskobystrický kraj,Okres Žarnovica,Ženy,nezávislí,121
1291,Banskobystrický kraj,Okres Žarnovica,Ženy,deti a žiaci ZŠ,2718
1292,Banskobystrický kraj,Okres Žarnovica,Ženy,žiak z učilíšť,66
1293,Banskobystrický kraj,Okres Žarnovica,Ženy,žiak strednej školy,503
1294,Banskobystrický kraj,Okres Žarnovica,Ženy,študent vysokej školy,225
1295,Banskobystrický kraj,Okres Žarnovica,Ženy,nezistené,271
1296,Banskobystrický kraj,Okres Žiar nad Hronom,Muži,na materskej dovolenke,12
1297,Banskobystrický kraj,Okres Žiar nad Hronom,Muži,pracujúci dôhodcovia,62
1298,Banskobystrický kraj,Okres Žiar nad Hronom,Muži,vypomáhajúci v rod. podniku,3
1299,Banskobystrický kraj,Okres Žiar nad Hronom,Muži,nezamestnaní,2624
1300,Banskobystrický kraj,Okres Žiar nad Hronom,Muži,iné,10041
1301,Banskobystrický kraj,Okres Žiar nad Hronom,Ženy,na materskej dovolenke,1077
1302,Banskobystrický kraj,Okres Žiar nad Hronom,Ženy,pracujúci dôhodcovia,133
1303,Banskobystrický kraj,Okres Žiar nad Hronom,Ženy,vypomáhajúci v rod. podniku,5
1304,Banskobystrický kraj,Okres Žiar nad Hronom,Ženy,nezamestnaní,2306
1305,Banskobystrický kraj,Okres Žiar nad Hronom,Ženy,iné,8241
1306,Banskobystrický kraj,Okres Žiar nad Hronom,Muži,dôchodca,3698
1307,Banskobystrický kraj,Okres Žiar nad Hronom,Muži,nezávislí,270
1308,Banskobystrický kraj,Okres Žiar nad Hronom,Muži,deti a žiaci ZŠ,4729
1309,Banskobystrický kraj,Okres Žiar nad Hronom,Muži,žiak z učilíšť,386
1310,Banskobystrický kraj,Okres Žiar nad Hronom,Muži,žiak strednej školy,618
1311,Banskobystrický kraj,Okres Žiar nad Hronom,Muži,študent vysokej školy,462
1312,Banskobystrický kraj,Okres Žiar nad Hronom,Muži,nezistené,438
1313,Banskobystrický kraj,Okres Žiar nad Hronom,Ženy,dôchodca,6394
1314,Banskobystrický kraj,Okres Žiar nad Hronom,Ženy,nezávislí,182
1315,Banskobystrický kraj,Okres Žiar nad Hronom,Ženy,deti a žiaci ZŠ,4629
1316,Banskobystrický kraj,Okres Žiar nad Hronom,Ženy,žiak z učilíšť,154
1317,Banskobystrický kraj,Okres Žiar nad Hronom,Ženy,žiak strednej školy,716
1318,Banskobystrický kraj,Okres Žiar nad Hronom,Ženy,študent vysokej školy,441
1319,Banskobystrický kraj,Okres Žiar nad Hronom,Ženy,nezistené,504
1320,Prešovský kraj,Okres Bardejov,Muži,na materskej dovolenke,25
1321,Prešovský kraj,Okres Bardejov,Muži,pracujúci dôhodcovia,73
1322,Prešovský kraj,Okres Bardejov,Muži,vypomáhajúci v rod. podniku,2
1323,Prešovský kraj,Okres Bardejov,Muži,nezamestnaní,5072
1324,Prešovský kraj,Okres Bardejov,Muži,iné,14544
1325,Prešovský kraj,Okres Bardejov,Ženy,na materskej dovolenke,1882
1326,Prešovský kraj,Okres Bardejov,Ženy,pracujúci dôhodcovia,84
1327,Prešovský kraj,Okres Bardejov,Ženy,vypomáhajúci v rod. podniku,16
1328,Prešovský kraj,Okres Bardejov,Ženy,nezamestnaní,4231
1329,Prešovský kraj,Okres Bardejov,Ženy,iné,10571
1330,Prešovský kraj,Okres Bardejov,Muži,dôchodca,5283
1331,Prešovský kraj,Okres Bardejov,Muži,nezávislí,503
1332,Prešovský kraj,Okres Bardejov,Muži,deti a žiaci ZŠ,9510
1333,Prešovský kraj,Okres Bardejov,Muži,žiak z učilíšť,432
1334,Prešovský kraj,Okres Bardejov,Muži,žiak strednej školy,937
1335,Prešovský kraj,Okres Bardejov,Muži,študent vysokej školy,745
1336,Prešovský kraj,Okres Bardejov,Muži,nezistené,451
1337,Prešovský kraj,Okres Bardejov,Ženy,dôchodca,8803
1338,Prešovský kraj,Okres Bardejov,Ženy,nezávislí,321
1339,Prešovský kraj,Okres Bardejov,Ženy,deti a žiaci ZŠ,9022
1340,Prešovský kraj,Okres Bardejov,Ženy,žiak z učilíšť,248
1341,Prešovský kraj,Okres Bardejov,Ženy,žiak strednej školy,1219
1342,Prešovský kraj,Okres Bardejov,Ženy,študent vysokej školy,696
1343,Prešovský kraj,Okres Bardejov,Ženy,nezistené,1123
1344,Prešovský kraj,Okres Humenné,Muži,na materskej dovolenke,24
1345,Prešovský kraj,Okres Humenné,Muži,pracujúci dôhodcovia,37
1346,Prešovský kraj,Okres Humenné,Muži,vypomáhajúci v rod. podniku,5
1347,Prešovský kraj,Okres Humenné,Muži,nezamestnaní,4513
1348,Prešovský kraj,Okres Humenné,Muži,iné,12506
1349,Prešovský kraj,Okres Humenné,Ženy,na materskej dovolenke,1363
1350,Prešovský kraj,Okres Humenné,Ženy,pracujúci dôhodcovia,52
1351,Prešovský kraj,Okres Humenné,Ženy,vypomáhajúci v rod. podniku,12
1352,Prešovský kraj,Okres Humenné,Ženy,nezamestnaní,3672
1353,Prešovský kraj,Okres Humenné,Ženy,iné,10006
1354,Prešovský kraj,Okres Humenné,Muži,dôchodca,4580
1355,Prešovský kraj,Okres Humenné,Muži,nezávislí,394
1356,Prešovský kraj,Okres Humenné,Muži,deti a žiaci ZŠ,7359
1357,Prešovský kraj,Okres Humenné,Muži,žiak z učilíšť,385
1358,Prešovský kraj,Okres Humenné,Muži,žiak strednej školy,942
1359,Prešovský kraj,Okres Humenné,Muži,študent vysokej školy,674
1360,Prešovský kraj,Okres Humenné,Muži,nezistené,371
1361,Prešovský kraj,Okres Humenné,Ženy,dôchodca,7851
1362,Prešovský kraj,Okres Humenné,Ženy,nezávislí,171
1363,Prešovský kraj,Okres Humenné,Ženy,deti a žiaci ZŠ,7123
1364,Prešovský kraj,Okres Humenné,Ženy,žiak z učilíšť,165
1365,Prešovský kraj,Okres Humenné,Ženy,žiak strednej školy,1114
1366,Prešovský kraj,Okres Humenné,Ženy,študent vysokej školy,660
1367,Prešovský kraj,Okres Humenné,Ženy,nezistené,866
1368,Prešovský kraj,Okres Kežmarok,Muži,na materskej dovolenke,19
1369,Prešovský kraj,Okres Kežmarok,Muži,pracujúci dôhodcovia,53
1370,Prešovský kraj,Okres Kežmarok,Muži,vypomáhajúci v rod. podniku,5
1371,Prešovský kraj,Okres Kežmarok,Muži,nezamestnaní,5522
1372,Prešovský kraj,Okres Kežmarok,Muži,iné,10554
1373,Prešovský kraj,Okres Kežmarok,Ženy,na materskej dovolenke,2243
1374,Prešovský kraj,Okres Kežmarok,Ženy,pracujúci dôhodcovia,86
1375,Prešovský kraj,Okres Kežmarok,Ženy,vypomáhajúci v rod. podniku,10
1376,Prešovský kraj,Okres Kežmarok,Ženy,nezamestnaní,4188
1377,Prešovský kraj,Okres Kežmarok,Ženy,iné,7939
1378,Prešovský kraj,Okres Kežmarok,Muži,dôchodca,3382
1379,Prešovský kraj,Okres Kežmarok,Muži,nezávislí,411
1380,Prešovský kraj,Okres Kežmarok,Muži,deti a žiaci ZŠ,9506
1381,Prešovský kraj,Okres Kežmarok,Muži,žiak z učilíšť,485
1382,Prešovský kraj,Okres Kežmarok,Muži,žiak strednej školy,698
1383,Prešovský kraj,Okres Kežmarok,Muži,študent vysokej školy,390
1384,Prešovský kraj,Okres Kežmarok,Muži,nezistené,318
1385,Prešovský kraj,Okres Kežmarok,Ženy,dôchodca,5913
1386,Prešovský kraj,Okres Kežmarok,Ženy,nezávislí,257
1387,Prešovský kraj,Okres Kežmarok,Ženy,deti a žiaci ZŠ,8978
1388,Prešovský kraj,Okres Kežmarok,Ženy,žiak z učilíšť,271
1389,Prešovský kraj,Okres Kežmarok,Ženy,žiak strednej školy,945
1390,Prešovský kraj,Okres Kežmarok,Ženy,študent vysokej školy,374
1391,Prešovský kraj,Okres Kežmarok,Ženy,nezistené,684
1392,Prešovský kraj,Okres Levoča,Muži,na materskej dovolenke,20
1393,Prešovský kraj,Okres Levoča,Muži,pracujúci dôhodcovia,42
1394,Prešovský kraj,Okres Levoča,Muži,vypomáhajúci v rod. podniku,4
1395,Prešovský kraj,Okres Levoča,Muži,nezamestnaní,2350
1396,Prešovský kraj,Okres Levoča,Muži,iné,5649
1397,Prešovský kraj,Okres Levoča,Ženy,na materskej dovolenke,960
1398,Prešovský kraj,Okres Levoča,Ženy,pracujúci dôhodcovia,58
1399,Prešovský kraj,Okres Levoča,Ženy,vypomáhajúci v rod. podniku,6
1400,Prešovský kraj,Okres Levoča,Ženy,nezamestnaní,1648
1401,Prešovský kraj,Okres Levoča,Ženy,iné,4397
1402,Prešovský kraj,Okres Levoča,Muži,dôchodca,2267
1403,Prešovský kraj,Okres Levoča,Muži,nezávislí,187
1404,Prešovský kraj,Okres Levoča,Muži,deti a žiaci ZŠ,4151
1405,Prešovský kraj,Okres Levoča,Muži,žiak z učilíšť,202
1406,Prešovský kraj,Okres Levoča,Muži,žiak strednej školy,471
1407,Prešovský kraj,Okres Levoča,Muži,študent vysokej školy,260
1408,Prešovský kraj,Okres Levoča,Muži,nezistené,137
1409,Prešovský kraj,Okres Levoča,Ženy,dôchodca,3869
1410,Prešovský kraj,Okres Levoča,Ženy,nezávislí,118
1411,Prešovský kraj,Okres Levoča,Ženy,deti a žiaci ZŠ,3870
1412,Prešovský kraj,Okres Levoča,Ženy,žiak z učilíšť,95
1413,Prešovský kraj,Okres Levoča,Ženy,žiak strednej školy,541
1414,Prešovský kraj,Okres Levoča,Ženy,študent vysokej školy,294
1415,Prešovský kraj,Okres Levoča,Ženy,nezistené,284
1416,Prešovský kraj,Okres Medzilaborce,Muži,na materskej dovolenke,4
1417,Prešovský kraj,Okres Medzilaborce,Muži,pracujúci dôhodcovia,11
1418,Prešovský kraj,Okres Medzilaborce,Muži,vypomáhajúci v rod. podniku,2
1419,Prešovský kraj,Okres Medzilaborce,Muži,nezamestnaní,945
1420,Prešovský kraj,Okres Medzilaborce,Muži,iné,2224
1421,Prešovský kraj,Okres Medzilaborce,Ženy,na materskej dovolenke,196
1422,Prešovský kraj,Okres Medzilaborce,Ženy,pracujúci dôhodcovia,12
1423,Prešovský kraj,Okres Medzilaborce,Ženy,vypomáhajúci v rod. podniku,3
1424,Prešovský kraj,Okres Medzilaborce,Ženy,nezamestnaní,703
1425,Prešovský kraj,Okres Medzilaborce,Ženy,iné,1646
1426,Prešovský kraj,Okres Medzilaborce,Muži,dôchodca,1273
1427,Prešovský kraj,Okres Medzilaborce,Muži,nezávislí,79
1428,Prešovský kraj,Okres Medzilaborce,Muži,deti a žiaci ZŠ,1236
1429,Prešovský kraj,Okres Medzilaborce,Muži,žiak z učilíšť,58
1430,Prešovský kraj,Okres Medzilaborce,Muži,žiak strednej školy,123
1431,Prešovský kraj,Okres Medzilaborce,Muži,študent vysokej školy,126
1432,Prešovský kraj,Okres Medzilaborce,Muži,nezistené,75
1433,Prešovský kraj,Okres Medzilaborce,Ženy,dôchodca,2238
1434,Prešovský kraj,Okres Medzilaborce,Ženy,nezávislí,33
1435,Prešovský kraj,Okres Medzilaborce,Ženy,deti a žiaci ZŠ,1177
1436,Prešovský kraj,Okres Medzilaborce,Ženy,žiak z učilíšť,17
1437,Prešovský kraj,Okres Medzilaborce,Ženy,žiak strednej školy,183
1438,Prešovský kraj,Okres Medzilaborce,Ženy,študent vysokej školy,120
1439,Prešovský kraj,Okres Medzilaborce,Ženy,nezistené,184
1440,Prešovský kraj,Okres Poprad,Muži,na materskej dovolenke,32
1441,Prešovský kraj,Okres Poprad,Muži,pracujúci dôhodcovia,98
1442,Prešovský kraj,Okres Poprad,Muži,vypomáhajúci v rod. podniku,14
1443,Prešovský kraj,Okres Poprad,Muži,nezamestnaní,5969
1444,Prešovský kraj,Okres Poprad,Muži,iné,21170
1445,Prešovský kraj,Okres Poprad,Ženy,na materskej dovolenke,2680
1446,Prešovský kraj,Okres Poprad,Ženy,pracujúci dôhodcovia,231
1447,Prešovský kraj,Okres Poprad,Ženy,vypomáhajúci v rod. podniku,19
1448,Prešovský kraj,Okres Poprad,Ženy,nezamestnaní,5026
1449,Prešovský kraj,Okres Poprad,Ženy,iné,18091
1450,Prešovský kraj,Okres Poprad,Muži,dôchodca,6116
1451,Prešovský kraj,Okres Poprad,Muži,nezávislí,821
1452,Prešovský kraj,Okres Poprad,Muži,deti a žiaci ZŠ,11896
1453,Prešovský kraj,Okres Poprad,Muži,žiak z učilíšť,716
1454,Prešovský kraj,Okres Poprad,Muži,žiak strednej školy,1521
1455,Prešovský kraj,Okres Poprad,Muži,študent vysokej školy,1165
1456,Prešovský kraj,Okres Poprad,Muži,nezistené,1230
1457,Prešovský kraj,Okres Poprad,Ženy,dôchodca,10700
1458,Prešovský kraj,Okres Poprad,Ženy,nezávislí,520
1459,Prešovský kraj,Okres Poprad,Ženy,deti a žiaci ZŠ,11490
1460,Prešovský kraj,Okres Poprad,Ženy,žiak z učilíšť,373
1461,Prešovský kraj,Okres Poprad,Ženy,žiak strednej školy,1761
